Index,Gender,Age,Age Group,Order Month,Status,Platform,Category,Size,Quantity,Amount,City,State,Type of Transaction
25778,Women,64,Elderly,4,Delivered,Myntra,Kurta,M,1,685,Kolkata,West bengal,B2C
25779,Women,40,Middle Age Adult,4,Delivered,Amazon,Saree,Free,1,499,Kolkata,West bengal,B2C
25780,Women,32,Young Adults,4,Delivered,Others,Kurta,L,1,399,Thiruvananthapuram,Kerala,B2C
25781,Women,65,Elderly,4,Delivered,Amazon,Kurta,L,1,685,Pune,Maharashtra,B2C
25782,Women,32,Young Adults,4,Delivered,Amazon,Kurta,3XL,1,322,Hyderabad,Telangana,B2C
25783,Men,32,Young Adults,4,Delivered,Amazon,Set,3XL,1,759,Chennai,Tamil nadu,B2C
25784,Women,31,Young Adults,4,Delivered,Flipkart,Set,3XL,1,1008,Guwahati,Assam,B2C
25785,Women,44,Middle Age Adult,4,Delivered,Amazon,Kurta,6XL,1,486,Ghaziabad,Uttar pradesh,B2C
25786,Men,38,Middle Age Adult,4,Delivered,Amazon,Set,XS,1,850,Ranchi,Jharkhand,B2C
25787,Women,40,Middle Age Adult,4,Delivered,Amazon,Kurta,XXL,1,458,Chennai,Tamil nadu,B2C
25788,Women,23,Youth,4,Delivered,Amazon,Set,XL,1,692,Chimur,Maharashtra,B2C
25789,Women,35,Young Adults,4,Delivered,Myntra,Kurta,XL,1,487,Surat,Gujarat,B2C
25790,Women,24,Youth,4,Delivered,Ajio,Kurta,L,1,385,Chennai,Tamil nadu,B2C
25791,Men,24,Youth,4,Delivered,Flipkart,Western dress,XL,1,735,Pune,Maharashtra,B2C
25792,Men,25,Youth,4,Delivered,Myntra,Western dress,XL,1,1099,New delhi,Delhi,B2C
25793,Women,49,Senior,4,Delivered,Flipkart,Set,XL,1,571,Etah,Uttar pradesh,B2C
25794,Women,42,Middle Age Adult,4,Refunded,Amazon,Kurta,4XL,1,527,Mumbai,Maharashtra,B2C
25795,Women,38,Middle Age Adult,4,Delivered,Flipkart,Top,M,1,507,Faridabad,Haryana,B2C
25796,Women,34,Young Adults,4,Delivered,Flipkart,Top,S,1,563,Trivandrum,Kerala,B2C
25797,Women,42,Middle Age Adult,4,Delivered,Amazon,Kurta,XXL,1,458,Thrissur,Kerala,B2C
25798,Women,59,Elderly,4,Delivered,Myntra,Kurta,L,1,487,Hyderabad,Telangana,B2C
25799,Women,45,Middle Age Adult,4,Delivered,Flipkart,Set,XXL,1,759,Ramagundam,Telangana,B2C
25800,Men,23,Youth,4,Delivered,Amazon,Western dress,L,1,735,Pune,Maharashtra,B2C
25801,Men,38,Middle Age Adult,4,Delivered,Amazon,Western dress,L,1,771,Ahmedabad,Gujarat,B2C
25802,Men,28,Young Adults,4,Delivered,Others,Set,S,1,969,Nagercoil,Tamil nadu,B2C
25803,Women,21,Youth,4,Delivered,Amazon,Saree,Free,1,973,Gwalior,Madhya pradesh,B2C
25804,Men,40,Middle Age Adult,4,Delivered,Myntra,Set,XL,1,1369,Chalakudy,Kerala,B2C
25805,Men,48,Senior,4,Delivered,Amazon,Set,XL,1,1186,Bengaluru,Karnataka,B2C
25806,Women,32,Young Adults,4,Delivered,Myntra,Blouse,XL,1,625,Bengaluru,Karnataka,B2C
25807,Women,46,Middle Age Adult,4,Delivered,Myntra,Set,XL,1,1125,Salem,Tamil nadu,B2C
25808,Women,35,Young Adults,4,Delivered,Amazon,Top,XL,1,487,Tiruvannamalai,Tamil nadu,B2C
25809,Women,29,Young Adults,4,Delivered,Flipkart,Kurta,XXL,1,459,Nizamabad,Telangana,B2C
25810,Women,49,Senior,4,Delivered,Myntra,Kurta,XS,2,972,Mangaluru,Karnataka,B2C
25811,Women,24,Youth,4,Delivered,Flipkart,Set,XL,1,1115,Bangalore,Karnataka,B2C
25812,Men,48,Senior,4,Delivered,Amazon,Western dress,XS,1,1249,Guwahati,Assam,B2C
25813,Men,70,Elderly,4,Delivered,Amazon,Set,XL,1,565,Mumbai,Maharashtra,B2C
25814,Women,75,Elderly,4,Delivered,Flipkart,Top,S,1,359,Panipat,Haryana,B2C
25815,Women,49,Senior,4,Delivered,Flipkart,Saree,Free,1,999,Patna,Bihar,B2C
25816,Women,19,Youth,4,Delivered,Amazon,Top,S,1,625,New delhi,Delhi,B2C
25817,Women,78,Elderly,4,Delivered,Flipkart,Set,S,1,1063,Rohtak,Haryana,B2C
25818,Women,58,Elderly,4,Delivered,Meesho,Set,M,1,988,Ghaziabad,Uttar pradesh,B2C
25819,Men,55,Senior,4,Delivered,Others,Western dress,L,1,735,Rudrapur,Uttarakhand,B2C
25820,Women,38,Middle Age Adult,4,Delivered,Amazon,Set,S,1,622,Kozhikode,Kerala,B2C
25821,Men,20,Youth,4,Refunded,Amazon,Western dress,XXL,1,443,Panchkula,Haryana,B2C
25822,Women,75,Elderly,4,Delivered,Flipkart,Set,M,1,788,Jamshedpur,Jharkhand,B2C
25823,Women,48,Senior,4,Delivered,Meesho,Set,M,1,668,Visakhapatnam,Andhra pradesh,B2C
25824,Women,40,Middle Age Adult,4,Delivered,Amazon,Saree,Free,1,325,Pondicherry,Puducherry,B2C
25825,Women,53,Senior,4,Delivered,Myntra,Set,L,1,999,Kolkata,West bengal,B2C
25826,Women,35,Young Adults,4,Delivered,Meesho,Kurta,M,1,459,Chennai,Tamil nadu,B2C
25827,Men,35,Young Adults,4,Delivered,Meesho,Western dress,3XL,1,690,Mumbai,Maharashtra,B2C
25828,Men,36,Young Adults,4,Delivered,Myntra,Western dress,M,1,735,Basti,Uttar pradesh,B2C
25829,Women,37,Middle Age Adult,4,Delivered,Amazon,Kurta,XL,1,725,Mumbai,Maharashtra,B2C
25830,Men,49,Senior,4,Delivered,Amazon,Set,L,1,969,Bengaluru,Karnataka,B2C
25831,Women,71,Elderly,4,Delivered,Amazon,Set,S,1,1237,Devinagar,Uttar pradesh,B2C
25832,Men,41,Middle Age Adult,4,Delivered,Others,Set,XXL,1,664,Pune,Maharashtra,B2C
25833,Men,49,Senior,4,Delivered,Flipkart,Western dress,L,1,948,Kakinada,Andhra pradesh,B2C
25834,Men,49,Senior,4,Delivered,Amazon,Western dress,3XL,1,635,Navi mumbai,Maharashtra,B2C
25835,Women,45,Middle Age Adult,4,Delivered,Flipkart,Set,M,1,1432,Madurai,Tamil nadu,B2C
25836,Women,18,Youth,4,Delivered,Myntra,Set,M,1,521,Visakhapatnam,Andhra pradesh,B2C
25837,Men,27,Young Adults,4,Delivered,Flipkart,Western dress,M,1,989,"Tenali, guntur district",Andhra pradesh,B2C
25838,Women,26,Young Adults,4,Delivered,Flipkart,Set,L,1,729,Dombivli west,Maharashtra,B2C
25839,Women,22,Youth,4,Delivered,Amazon,Kurta,M,1,345,Bengaluru,Karnataka,B2C
25840,Women,20,Youth,4,Delivered,Ajio,Kurta,XL,1,517,Chennai,Tamil nadu,B2C
25841,Women,45,Middle Age Adult,4,Delivered,Amazon,Kurta,L,1,507,Bengaluru,Karnataka,B2C
25842,Women,23,Youth,4,Delivered,Myntra,Set,S,1,729,Pune,Maharashtra,B2C
25843,Men,67,Elderly,4,Delivered,Nalli,Set,L,1,1115,Bengaluru,Karnataka,B2C
25844,Men,39,Middle Age Adult,4,Delivered,Ajio,Western dress,L,1,744,Tirupati,Andhra pradesh,B2C
25845,Women,73,Elderly,4,Delivered,Ajio,Kurta,3XL,1,382,Nellore,Andhra pradesh,B2C
25846,Men,18,Youth,4,Delivered,Myntra,Set,3XL,1,597,Indore,Madhya pradesh,B2C
25847,Women,44,Middle Age Adult,4,Returned,Amazon,Kurta,XXL,1,345,Navi mumbai,Maharashtra,B2C
25848,Women,78,Elderly,4,Delivered,Amazon,Set,XXL,1,1576,Palakkad,Kerala,B2C
25849,Men,31,Young Adults,4,Delivered,Amazon,Ethnic dress,XL,1,885,Ajmer,Rajasthan,B2C
25850,Women,28,Young Adults,4,Delivered,Amazon,Saree,Free,1,788,Amalapuram,Andhra pradesh,B2C
25851,Women,31,Young Adults,4,Delivered,Amazon,Set,XL,1,648,Loni,Uttar pradesh,B2C
25852,Women,38,Middle Age Adult,4,Returned,Meesho,Kurta,M,1,534,Hyderabad,Telangana,B2C
25853,Men,29,Young Adults,4,Delivered,Ajio,Western dress,XXL,1,735,Gangawati,Karnataka,B2C
25854,Women,38,Middle Age Adult,4,Delivered,Amazon,Kurta,XXL,1,387,Falakata,West bengal,B2C
25855,Women,28,Young Adults,4,Delivered,Ajio,Kurta,XXL,1,259,Mirzapur cum vindhyachal,Uttar pradesh,B2C
25856,Men,78,Elderly,4,Delivered,Amazon,Set,M,1,597,Hyderabad,Telangana,B2C
25857,Women,61,Elderly,4,Delivered,Myntra,Kurta,L,1,399,Bhusawal,Maharashtra,B2C
25858,Men,48,Senior,4,Delivered,Amazon,Western dress,S,1,1168,Hyderabad,Telangana,B2C
25859,Women,46,Middle Age Adult,4,Delivered,Flipkart,Saree,Free,1,999,Kochi,Kerala,B2C
25860,Men,30,Young Adults,4,Delivered,Meesho,Set,3XL,1,1338,Ranchi,Jharkhand,B2C
25861,Women,38,Middle Age Adult,4,Delivered,Amazon,Set,S,1,714,Vasai virar,Maharashtra,B2C
25862,Men,42,Middle Age Adult,4,Delivered,Amazon,Western dress,L,1,735,Tirupati,Andhra pradesh,B2C
25863,Men,70,Elderly,4,Delivered,Amazon,Western dress,XS,1,859,Agartala,Tripura,B2C
25864,Women,43,Middle Age Adult,4,Delivered,Myntra,Set,XS,1,558,Prayagraj,Uttar pradesh,B2C
25865,Women,29,Young Adults,4,Delivered,Amazon,Set,M,1,771,Hyderabad,Telangana,B2C
25866,Women,47,Senior,4,Delivered,Myntra,Kurta,S,1,316,Kannur,Kerala,B2C
25867,Women,40,Middle Age Adult,4,Delivered,Amazon,Set,L,1,631,Aligarh,Uttar pradesh,B2C
25868,Women,47,Senior,4,Delivered,Amazon,Kurta,L,1,685,Chennai,Tamil nadu,B2C
25869,Men,67,Elderly,4,Delivered,Meesho,Western dress,S,1,771,Chennai,Tamil nadu,B2C
25870,Men,46,Middle Age Adult,4,Delivered,Amazon,Set,L,1,771,New delhi,Delhi,B2C
25871,Women,22,Youth,4,Delivered,Flipkart,Kurta,M,1,318,Bengaluru,Karnataka,B2C
25872,Women,24,Youth,4,Cancelled,Myntra,Set,M,1,545,Lucknow,Uttar pradesh,B2C
25873,Women,25,Youth,4,Delivered,Myntra,Set,XS,1,664,Badlapur,Maharashtra,B2C
25874,Men,36,Young Adults,4,Delivered,Meesho,Set,XXL,1,664,Muzaffarpur,Bihar,B2C
25875,Women,49,Senior,4,Delivered,Amazon,Kurta,XXL,1,292,Bikaner,Rajasthan,B2C
25876,Women,41,Middle Age Adult,4,Delivered,Amazon,Kurta,L,1,435,Deodar,Gujarat,B2C
25877,Women,43,Middle Age Adult,4,Delivered,Myntra,Kurta,XS,1,549,New delhi,Delhi,B2C
25878,Men,20,Youth,4,Delivered,Myntra,Western dress,M,1,735,Hassan,Karnataka,B2C
25879,Men,43,Middle Age Adult,4,Delivered,Nalli,Western dress,3XL,1,566,New delhi,Delhi,B2C
25880,Women,44,Middle Age Adult,4,Delivered,Flipkart,Kurta,XL,1,496,Lucknow,Uttar pradesh,B2C
25881,Men,36,Young Adults,4,Returned,Amazon,Set,XXL,1,579,Ernakulam,Kerala,B2C
25882,Men,56,Elderly,4,Delivered,Myntra,Western dress,M,1,761,Farooqnagar,Telangana,B2C
25883,Men,46,Middle Age Adult,4,Delivered,Myntra,Set,S,1,1199,Bengaluru,Karnataka,B2C
25884,Women,20,Youth,4,Delivered,Myntra,Set,M,1,635,Mumbai,Maharashtra,B2C
25885,Women,43,Middle Age Adult,4,Delivered,Nalli,Kurta,XS,1,517,Chennai,Tamil nadu,B2C
25886,Women,50,Senior,4,Delivered,Flipkart,Kurta,M,1,457,Cheruthazham,Kerala,B2C
25887,Women,54,Senior,4,Delivered,Myntra,Kurta,S,1,292,Ratnagiri,Maharashtra,B2C
25888,Men,36,Young Adults,4,Delivered,Others,Set,L,1,650,Jodhpur,Rajasthan,B2C
25889,Women,30,Young Adults,4,Delivered,Myntra,Kurta,M,1,486,Bengaluru,Karnataka,B2C
25890,Women,23,Youth,4,Delivered,Nalli,Set,L,1,569,Mumbai,Maharashtra,B2C
25891,Women,45,Middle Age Adult,4,Delivered,Amazon,Top,XL,1,751,Bengaluru,Karnataka,B2C
25892,Women,31,Young Adults,4,Delivered,Amazon,Set,M,1,1115,Bilaspur,Himachal pradesh,B2C
25893,Men,57,Elderly,4,Delivered,Amazon,Ethnic dress,3XL,1,362,Bengaluru,Karnataka,B2C
25894,Men,20,Youth,4,Delivered,Amazon,Set,M,1,635,Neyyattinkara,Kerala,B2C
25895,Women,18,Youth,4,Delivered,Amazon,Kurta,L,1,459,Visakhapatnam,Andhra pradesh,B2B
25896,Women,29,Young Adults,4,Delivered,Myntra,Kurta,S,1,735,Bengaluru,Karnataka,B2C
25897,Men,63,Elderly,4,Delivered,Amazon,Ethnic dress,XXL,1,799,Hyderabad,Telangana,B2C
25898,Men,71,Elderly,4,Delivered,Ajio,Set,XXL,1,899,Imphal,Manipur,B2C
25899,Women,22,Youth,4,Delivered,Nalli,Kurta,M,1,474,Ghaziabad,Uttar pradesh,B2B
25900,Men,66,Elderly,4,Delivered,Amazon,Western dress,XS,1,735,Chennai,Tamil nadu,B2C
25901,Women,34,Young Adults,4,Delivered,Flipkart,Kurta,XXL,1,471,Hanamkonda,Telangana,B2C
25902,Women,31,Young Adults,4,Delivered,Flipkart,Kurta,L,1,517,Korba,Chhattisgarh,B2C
25903,Women,69,Elderly,4,Delivered,Amazon,Kurta,M,1,725,Kottuvally,Kerala,B2C
25904,Men,34,Young Adults,4,Delivered,Ajio,Set,M,1,635,Mysuru,Karnataka,B2C
25905,Women,67,Elderly,4,Delivered,Amazon,Kurta,M,1,487,Sringeri,Karnataka,B2C
25906,Men,41,Middle Age Adult,4,Delivered,Amazon,Western dress,M,1,715,Hyderabad,Telangana,B2C
25907,Women,51,Senior,4,Delivered,Amazon,Kurta,L,1,399,Chennai,Tamil nadu,B2C
25908,Men,31,Young Adults,4,Delivered,Amazon,Set,L,1,603,Vadodara,Gujarat,B2C
25909,Men,43,Middle Age Adult,4,Delivered,Flipkart,Western dress,S,1,715,Kanpur,Uttar pradesh,B2C
25910,Women,20,Youth,4,Delivered,Flipkart,Kurta,XL,1,330,Chennai,Tamil nadu,B2C
25911,Men,52,Senior,4,Delivered,Flipkart,Western dress,S,1,735,Thiruvananthapuram,Kerala,B2C
25912,Women,31,Young Adults,4,Delivered,Myntra,Set,3XL,1,551,Visakhapatnam,Andhra pradesh,B2C
25913,Women,60,Elderly,4,Delivered,Amazon,Set,3XL,1,688,Darjeeling,West bengal,B2C
25914,Men,29,Young Adults,4,Delivered,Myntra,Set,L,1,1319,Sonipat,Haryana,B2C
25915,Men,48,Senior,4,Delivered,Ajio,Set,XS,1,1549,Usgao,Goa,B2C
25916,Women,23,Youth,4,Delivered,Flipkart,Kurta,L,1,435,Hyderabad,Telangana,B2C
25917,Men,27,Young Adults,4,Delivered,Myntra,Set,M,1,597,Coimbatore,Tamil nadu,B2C
25918,Women,21,Youth,4,Delivered,Amazon,Set,XS,1,699,Lucknow,Uttar pradesh,B2C
25919,Women,35,Young Adults,4,Delivered,Amazon,Kurta,XXL,1,301,Kochi,Kerala,B2C
25920,Women,40,Middle Age Adult,4,Delivered,Flipkart,Set,XXL,1,1163,Rawatbhata,Rajasthan,B2C
25921,Women,28,Young Adults,4,Delivered,Amazon,Kurta,M,1,435,Kurnool,Andhra pradesh,B2C
25922,Men,28,Young Adults,4,Delivered,Ajio,Set,XL,1,537,Bangalore,Karnataka,B2C
25923,Women,55,Senior,4,Delivered,Amazon,Kurta,XL,1,345,Bengaluru,Karnataka,B2C
25924,Women,44,Middle Age Adult,4,Delivered,Amazon,Kurta,XL,1,301,Puducherry,Puducherry,B2C
25925,Women,31,Young Adults,4,Delivered,Flipkart,Kurta,XL,1,280,Alangulam tirunelveli district,Tamil nadu,B2C
25926,Men,76,Elderly,4,Delivered,Meesho,Set,3XL,1,696,Mysuru,Karnataka,B2C
25927,Women,35,Young Adults,4,Delivered,Flipkart,Set,3XL,1,1229,New delhi,Delhi,B2C
25928,Women,23,Youth,4,Delivered,Nalli,Set,M,1,631,New delhi,Delhi,B2C
25929,Women,18,Youth,4,Delivered,Amazon,Kurta,6XL,1,760,Hyderabad,Telangana,B2C
25930,Women,37,Middle Age Adult,4,Delivered,Amazon,Saree,Free,1,450,Guwahati,Assam,B2C
25931,Women,62,Elderly,4,Cancelled,Flipkart,Kurta,M,1,448,Jaipur,Rajasthan,B2C
25932,Women,22,Youth,4,Delivered,Others,Top,XL,1,279,Bangalore,Karnataka,B2C
25933,Women,34,Young Adults,4,Delivered,Amazon,Kurta,3XL,1,517,Hyderabad,Telangana,B2C
25934,Women,32,Young Adults,4,Cancelled,Others,Kurta,XL,1,318,Navi mumbai,Maharashtra,B2C
25935,Women,63,Elderly,4,Delivered,Amazon,Set,M,1,1065,Rajkot,Gujarat,B2C
25936,Men,35,Young Adults,4,Returned,Amazon,Set,M,1,841,Patiala,Punjab,B2C
25937,Women,59,Elderly,4,Delivered,Amazon,Kurta,M,1,382,Thanjavur,Tamil nadu,B2C
25938,Men,22,Youth,4,Delivered,Amazon,Western dress,M,1,735,Nadathara,Kerala,B2C
25939,Women,24,Youth,4,Delivered,Meesho,Kurta,M,1,599,Thane west,Maharashtra,B2C
25940,Women,30,Young Adults,4,Delivered,Ajio,Set,L,1,635,Kancheepuram,Tamil nadu,B2C
25941,Men,40,Middle Age Adult,4,Delivered,Amazon,Set,XS,1,654,Upper tadong,Sikkim,B2C
25942,Women,28,Young Adults,4,Delivered,Ajio,Set,XXL,1,1229,Howrah,West bengal,B2C
25943,Women,33,Young Adults,4,Delivered,Meesho,Kurta,L,1,458,Nagpur,Maharashtra,B2C
25944,Men,29,Young Adults,4,Delivered,Others,Set,S,1,729,Vellore,Tamil nadu,B2C
25945,Women,18,Youth,4,Delivered,Amazon,Set,L,1,571,New delhi,Delhi,B2C
25946,Women,23,Youth,4,Delivered,Flipkart,Set,M,1,618,Bengaluru,Karnataka,B2C
25947,Women,25,Youth,4,Delivered,Myntra,Top,XXL,1,399,Pune,Maharashtra,B2C
25948,Men,77,Elderly,4,Cancelled,Myntra,Western dress,XL,1,1044,Hyderabad,Telangana,B2C
25949,Men,47,Senior,4,Delivered,Amazon,Set,XS,1,664,Satara,Maharashtra,B2C
25950,Men,18,Youth,4,Delivered,Ajio,Western dress,XL,1,735,Porvorim,Goa,B2C
25951,Women,28,Young Adults,4,Delivered,Myntra,Set,L,1,1115,Navi mumbai,Maharashtra,B2C
25952,Men,28,Young Adults,4,Delivered,Amazon,Western dress,3XL,1,638,Kanpur,Uttar pradesh,B2C
25953,Men,52,Senior,4,Delivered,Amazon,Western dress,3XL,1,735,Chennai,Tamil nadu,B2C
25954,Men,30,Young Adults,4,Delivered,Others,Set,XXL,1,1033,Imphal,Manipur,B2C
25955,Men,31,Young Adults,4,Delivered,Flipkart,Set,XXL,1,641,Una,Himachal pradesh,B2C
25956,Women,71,Elderly,4,Delivered,Myntra,Top,M,1,399,Kolkata,West bengal,B2C
25957,Men,49,Senior,4,Delivered,Amazon,Western dress,L,1,735,Hyderabad,Telangana,B2C
25958,Women,54,Senior,4,Delivered,Myntra,Set,M,1,569,Puducherry,Puducherry,B2C
25959,Women,67,Elderly,4,Delivered,Myntra,Set,M,1,759,Lucknow,Uttar pradesh,B2C
25960,Men,48,Senior,4,Delivered,Amazon,Ethnic dress,L,1,362,Kanpur,Uttar pradesh,B2C
25961,Women,28,Young Adults,4,Delivered,Flipkart,Kurta,XS,1,549,Bengaluru,Karnataka,B2C
25962,Women,19,Youth,4,Delivered,Amazon,Set,M,1,847,Sawai madhopur,Rajasthan,B2C
25963,Men,25,Youth,4,Delivered,Amazon,Set,S,1,696,Kadapa,Andhra pradesh,B2C
25964,Women,33,Young Adults,4,Delivered,Amazon,Kurta,L,1,487,Shevgaon,Maharashtra,B2C
25965,Women,43,Middle Age Adult,4,Delivered,Meesho,Set,XXL,1,1199,Lucknow,Uttar pradesh,B2C
25966,Men,48,Senior,4,Delivered,Myntra,Western dress,XS,1,771,Cheppad,Kerala,B2C
25967,Men,20,Youth,4,Delivered,Myntra,Western dress,XXL,1,735,New delhi,Delhi,B2C
25968,Women,33,Young Adults,4,Delivered,Flipkart,Set,S,1,999,Buxar,Bihar,B2C
25969,Men,30,Young Adults,4,Delivered,Amazon,Western dress,XXL,1,735,Hyderabad,Telangana,B2C
25970,Women,29,Young Adults,4,Delivered,Amazon,Set,S,1,1238,Bidhan nagar,West bengal,B2C
25971,Women,31,Young Adults,4,Delivered,Flipkart,Set,XL,1,1596,Narnaul,Haryana,B2C
25972,Women,21,Youth,4,Delivered,Nalli,Kurta,3XL,1,544,Srinagar,Jammu & kashmir,B2C
25973,Men,32,Young Adults,4,Delivered,Amazon,Western dress,L,1,735,Patiala,Punjab,B2C
25974,Women,42,Middle Age Adult,4,Delivered,Ajio,Kurta,S,1,517,Bidhan nagar,West bengal,B2C
25975,Women,31,Young Adults,4,Delivered,Others,Kurta,L,1,529,Bulandshahr,Uttar pradesh,B2C
25976,Women,48,Senior,4,Delivered,Amazon,Top,L,1,469,Kolkata,West bengal,B2C
25977,Women,41,Middle Age Adult,4,Delivered,Ajio,Set,XXL,1,641,Hyderabad,Telangana,B2C
25978,Women,60,Elderly,4,Delivered,Myntra,Kurta,XXL,1,517,Tiruchirappalli,Tamil nadu,B2C
25979,Women,77,Elderly,4,Delivered,Ajio,Set,M,1,968,Bhubaneswar,Odisha,B2C
25980,Men,39,Middle Age Adult,4,Delivered,Amazon,Western dress,XS,1,724,New delhi,Delhi,B2C
25981,Women,40,Middle Age Adult,4,Delivered,Amazon,Kurta,L,1,481,Chamba,Himachal pradesh,B2C
25982,Men,62,Elderly,4,Delivered,Amazon,Set,XS,1,474,Varanasi,Uttar pradesh,B2C
25983,Men,32,Young Adults,4,Delivered,Myntra,Set,S,1,1111,Dehradun,Uttarakhand,B2C
25984,Women,75,Elderly,4,Delivered,Amazon,Kurta,S,1,487,Bangaon,West bengal,B2C
25985,Women,44,Middle Age Adult,4,Delivered,Myntra,Set,3XL,1,666,Unchahar,Uttar pradesh,B2C
25986,Women,37,Middle Age Adult,4,Delivered,Myntra,Kurta,L,1,301,Bengaluru,Karnataka,B2C
25987,Women,63,Elderly,4,Delivered,Amazon,Set,S,1,759,Chennai,Tamil nadu,B2C
25988,Men,47,Senior,4,Delivered,Myntra,Set,L,1,788,Srikakulam,Andhra pradesh,B2C
25989,Women,36,Young Adults,4,Delivered,Amazon,Kurta,XL,1,729,Goalpara,Assam,B2C
25990,Men,36,Young Adults,4,Delivered,Amazon,Western dress,XL,1,715,Mumbai,Maharashtra,B2C
25991,Women,78,Elderly,4,Refunded,Amazon,Kurta,S,1,426,Chennai,Tamil nadu,B2C
25992,Women,20,Youth,4,Delivered,Amazon,Kurta,M,1,487,Hyderabad,Telangana,B2C
25993,Men,30,Young Adults,4,Delivered,Nalli,Western dress,M,1,735,Pithoragarh,Uttarakhand,B2C
25994,Women,22,Youth,4,Delivered,Flipkart,Kurta,S,1,458,Budge budge,West bengal,B2C
25995,Men,18,Youth,4,Delivered,Amazon,Western dress,XS,1,956,New delhi,Delhi,B2C
25996,Women,32,Young Adults,4,Delivered,Myntra,Kurta,3XL,1,335,Tirupati,Andhra pradesh,B2C
25997,Men,46,Middle Age Adult,4,Delivered,Amazon,Western dress,L,1,771,Thiruvananthapuram,Kerala,B2C
25998,Women,41,Middle Age Adult,4,Delivered,Flipkart,Saree,Free,1,1323,Milak,Uttar pradesh,B2C
25999,Men,47,Senior,4,Delivered,Amazon,Western dress,3XL,1,735,Hyderabad,Telangana,B2C
26000,Men,56,Elderly,4,Delivered,Others,Western dress,XL,1,744,Rajkot,Gujarat,B2C
26001,Women,24,Youth,4,Delivered,Flipkart,Kurta,XXL,1,432,Bengaluru,Karnataka,B2C
26002,Men,32,Young Adults,4,Delivered,Amazon,Western dress,M,1,735,Ahmedabad,Gujarat,B2C
26003,Women,47,Senior,4,Returned,Meesho,Kurta,S,1,339,Belagavi,Karnataka,B2C
26004,Women,65,Elderly,4,Delivered,Flipkart,Kurta,XXL,1,318,Chennai,Tamil nadu,B2C
26005,Women,31,Young Adults,4,Delivered,Amazon,Kurta,XS,1,353,Bellary,Karnataka,B2C
26006,Men,48,Senior,4,Delivered,Flipkart,Set,S,1,1281,Chennai,Tamil nadu,B2C
26007,Men,42,Middle Age Adult,4,Delivered,Myntra,Western dress,XL,1,724,Bengaluru,Karnataka,B2C
26008,Men,25,Youth,4,Delivered,Amazon,Set,XS,1,551,Selaqui,Uttarakhand,B2C
26009,Men,48,Senior,4,Delivered,Flipkart,Set,L,1,764,Ernakulam,Kerala,B2C
26010,Women,46,Middle Age Adult,4,Refunded,Flipkart,Kurta,3XL,1,487,New delhi,Delhi,B2C
26011,Men,66,Elderly,4,Delivered,Amazon,Western dress,XXL,1,735,Hyderabad,Telangana,B2C
26012,Women,20,Youth,4,Delivered,Amazon,Kurta,M,1,471,Delhi,Delhi,B2C
26013,Women,26,Young Adults,4,Delivered,Myntra,Bottom,S,1,377,Nizamabad,Telangana,B2C
26014,Men,20,Youth,4,Delivered,Amazon,Set,L,1,1096,Panipat,Haryana,B2C
26015,Men,78,Elderly,4,Delivered,Amazon,Set,M,1,671,Bhopal,Madhya pradesh,B2C
26016,Men,24,Youth,4,Delivered,Nalli,Western dress,XXL,1,735,Ernakulam,Kerala,B2C
26017,Women,36,Young Adults,4,Delivered,Flipkart,Set,XXL,1,680,Navi mumbai,Maharashtra,B2C
26018,Women,54,Senior,4,Delivered,Amazon,Kurta,M,1,471,Kotagiri,Tamil nadu,B2C
26019,Men,72,Elderly,4,Delivered,Myntra,Western dress,S,1,725,Bengaluru,Karnataka,B2C
26020,Men,30,Young Adults,4,Delivered,Flipkart,Western dress,M,1,721,New delhi,Delhi,B2C
26021,Women,32,Young Adults,4,Delivered,Amazon,Set,M,1,969,Bareilly,Uttar pradesh,B2C
26022,Men,68,Elderly,4,Delivered,Amazon,Set,L,1,579,Faridabad,Haryana,B2C
26023,Women,41,Middle Age Adult,4,Delivered,Others,Set,XXL,1,999,Chennai,Tamil nadu,B2C
26024,Women,31,Young Adults,4,Delivered,Ajio,Set,XS,1,725,Bengaluru,Karnataka,B2C
26025,Women,28,Young Adults,4,Delivered,Amazon,Set,M,1,759,Jaipur,Rajasthan,B2C
26026,Women,19,Youth,4,Delivered,Amazon,Kurta,XXL,1,348,Kolkata,West bengal,B2C
26027,Women,58,Elderly,4,Delivered,Amazon,Top,XXL,1,385,Bageshwar,Uttarakhand,B2C
26028,Women,29,Young Adults,4,Delivered,Myntra,Top,L,1,518,New delhi,Delhi,B2C
26029,Women,34,Young Adults,4,Delivered,Myntra,Kurta,M,1,435,Chennai,Tamil nadu,B2C
26030,Women,41,Middle Age Adult,4,Cancelled,Amazon,Kurta,M,1,499,Dibrugarh,Assam,B2C
26031,Women,21,Youth,4,Delivered,Nalli,Set,XL,1,730,Visakhapatnam,Andhra pradesh,B2C
26032,Men,26,Young Adults,4,Delivered,Flipkart,Western dress,M,1,496,Vadodara,Gujarat,B2C
26033,Men,35,Young Adults,4,Delivered,Flipkart,Set,XL,1,582,Ghaziabad,Uttar pradesh,B2C
26034,Women,49,Senior,4,Delivered,Amazon,Set,M,1,1281,Vasai virar,Maharashtra,B2C
26035,Women,44,Middle Age Adult,4,Delivered,Flipkart,Set,3XL,1,968,New delhi,Delhi,B2C
26036,Women,31,Young Adults,4,Refunded,Nalli,Kurta,M,1,446,Faridabad,Haryana,B2C
